Target,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196
1.08,103.121,94.049,103.0633285,42,0,0.304406032,-0.481187508,0.481187508,0.304406032,9.729722222,-0.837962963,9.729722222,0.055555556,3.126006652,70.09004635,5.86180732,4.217269206,4.217269206,3.125897658,2.100216227,2.100216227,1.575146573,1.575146573,0.496595702,0.496595702,0.275437576,0.275437576,-0.57,19.09358393,6.43,2.577420843,5.43,42.12972392,10.84019487,0,0,0,0,5.969305288,4.794537184,0,0,0,0,6.9237372,6.041840829,6.420821623,9.901064579,5.969305288,0,0,5.733667477,19.38639965,0,0,0,0,5.733667477,0,0,0,17.11767351,4.794537184,0,13.34455882,0,0,0,0,63.32,5.969305288,4.794537184,0,12.46266245,0,0,0,6.9237372,0,0,10.84019487,0,0,0,0,0,0,0,0,0,23.5,0.75,7,3,3,0,0,0,0,0,0,2,2,3,2,0,0,0,0,-0.1917,25.9022,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.07,86.138,76.058,86.08439832,36,0,0.007722976,-0.314205753,0.314205753,0.007722976,3.222222222,1.138888889,3.222222222,1.138888889,2,21.01955001,4.242640687,3.828427125,3.828427125,3,2.414213562,2.414213562,1.5,1.5,0.957106781,0.957106781,0.603553391,0.603553391,-0.08,34.39946188,4.088918919,2.157216947,0.953692476,37.92797058,10.63357721,0,0,0,0,0,0,0,0,0,0,0,26.17902562,0,0,0,0,10.63357721,0,0,26.17902562,0,0,0,10.63357721,0,0,0,26.17902562,0,0,0,0,0,0,0,24.06,0,0,0,0,0,26.17902562,0,0,0,10.63357721,0,0,0,0,0,0,0,0,0,0,11,1,6,2,2,0,1,1,0,0,0,2,2,2,0,0,1,1,1,-0.8208,25.7394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.07,85.15,74.062,85.08914935,36,0,-0.00489114,-0.316732581,0.316732581,0.00489114,3.284722222,1.25,3.284722222,1.25,2,19.40990953,4.242640687,4.035533906,4.035533906,3,2.707106781,2.707106781,1.810660172,1.810660172,1.207106781,1.207106781,0.801776695,0.801776695,-0.04,34.39946188,4.127785235,2.189674339,0.976756002,38.74305052,5.316788604,0,0,0,0,0,0,0,0,0,6.420821623,25.93115606,0,0,0,0,0,5.316788604,0,19.26246487,13.08951281,0,0,0,5.316788604,0,0,0,13.08951281,0,0,19.26246487,0,0,0,0,12.03,0,0,0,0,0,0,32.35197768,0,0,5.316788604,0,0,0,0,0,0,0,0,0,0,10,1,6,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0.7599,26.7207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.02,95.101,90.061,95.03711378,36,0,0.118146243,-0.507849532,0.507849532,0.118146243,8.592222222,0.259259259,8.592222222,0.259259259,3.02146531,138.0075042,5.112884175,3.703828268,3.703828268,3.39384685,1.984021513,1.984021513,1.205412485,1.205412485,0.66272508,0.66272508,0.344045215,0.344045215,-1.05,47.19725257,4.118067227,1.598931215,0.891824957,41.44528485,5.106527395,5.749511833,0,0,0,0,4.983978521,0,0,0,0,12.13273414,12.39368714,0,5.106527395,0,0,4.983978521,0,0,0,24.52642128,0,5.749511833,0,0,5.749511833,0,10.09050592,0,0,0,24.52642128,0,0,0,33.12,0,0,0,5.749511833,0,0,24.52642128,0,0,4.983978521,5.106527395,0,0,0,0,0,0,0,0,0,18.66666667,0,7,1,2,0,0,0,0,1,1,2,1,2,0,0,0,0,1,0.7872,25.9018,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.02,95.101,90.061,95.03711378,36,0,0.210155666,-0.493268448,0.493268448,0.210155666,8.521111111,0.071759259,8.521111111,0.071759259,3.02146531,138.0075042,5.112884175,3.703828268,3.703828268,3.39384685,1.99408762,1.99408762,1.187936379,1.187936379,0.649279876,0.649279876,0.35374503,0.35374503,-1.05,47.19725257,4.118067227,1.598931215,0.891824957,41.44528485,5.106527395,0,0,5.879988336,0,0,0,4.983978521,0,0,6.066367068,6.066367068,12.26321064,0,5.106527395,0,0,4.983978521,0,0,0,24.39594478,0,5.879988336,0,0,5.879988336,0,10.09050592,0,0,0,24.39594478,0,0,0,33.12,0,0,0,5.879988336,0,0,12.26321064,12.13273414,0,4.983978521,5.106527395,0,0,0,0,0,0,0,0,0,18.66666667,0,7,1,2,0,0,0,0,1,1,2,1,2,0,0,0,0,1,0.7872,25.9018,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,132.115,124.051,132.0422587,52,0,0.302855791,-0.481230228,0.481230228,0.302855791,9.787861867,-0.947916667,9.787861867,0.063194444,3.102825942,104.1264024,7.276020882,4.832244115,4.832244115,4.125897658,2.562568667,2.562568667,1.641030477,1.641030477,0.781284334,0.781284334,0.390839798,0.390839798,-1.06,65.14695103,7.94,3.884108522,6.94,52.11053119,10.21305479,0,0,0,0,11.93861058,9.589074368,0,0,0,0,6.420821623,12.84164325,0,19.80212916,11.93861058,0,0,0,19.26246487,0,0,0,0,0,0,0,0,22.15166537,9.589074368,0,19.26246487,0,0,0,0,74.6,11.93861058,9.589074368,0,19.26246487,0,0,0,0,0,0,10.21305479,0,0,0,0,0,0,0,0,0,33.83333333,0.6,9,2,4,0,0,0,0,0,0,2,2,4,4,0,0,0,0,0.3259,29.1226,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,101.149,90.061,101.084064,42,0,0.059350098,-0.378793176,0.378793176,0.059350098,5.098194444,0.913194444,5.098194444,0.913194444,2.12291795,50.04184398,5.112884175,4.683889011,4.683889011,3.39384685,2.657019397,2.657019397,1.915648361,1.915648361,1.234690682,1.234690682,0.654638547,0.654638547,-0.08,47.19725257,5.064508671,2.284554637,1.450252015,44.06656723,9.636772685,0,0,0,0,0,0,0,0,0,0,7.047671983,13.08951281,13.21376393,4.736862954,0,0,4.899909731,0,0,33.35094872,0,0,0,0,0,0,0,38.25085845,4.736862954,0,0,0,0,0,0,12.47,0,0,0,0,0,26.30327674,0,0,0,11.94758171,4.736862954,0,0,0,0,0,0,0,0,0,13.5,1,7,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,-0.0516,28.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.97,75.067,70.027,75.0320284,30,0,0.403708139,-0.453034131,0.453034131,0.403708139,9.368055556,-0.74537037,9.368055556,0.74537037,2.847378923,42.91260938,4.28445705,2.89384685,2.89384685,2.27005561,1.105171716,1.105171716,0.523159739,0.523159739,0.201184464,0.201184464,0,0,-0.73,9.651484454,4.27,1.575810398,3.27,29.71915117,10.47053043,0,0,0,0,6.093240071,0,4.794537184,0,0,0,0,0,7.109797541,9.531400138,6.093240071,0,0,5.733667477,0,7.109797541,0,0,0,5.733667477,4.794537184,0,0,13.20303761,4.736862954,0,0,0,0,0,0,52.32,6.093240071,4.794537184,0,0,0,0,7.109797541,0,0,10.47053043,0,0,0,0,0,0,0,0,0,0,18.16666667,0.5,5,2,3,0,0,0,0,0,0,2,1,3,0,0,0,0,0,-0.2885,16.5924,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.96,109.128,102.072,109.0527638,42,0,0.249737386,-0.318609973,0.318609973,0.249737386,10.58194444,0.034722222,10.58194444,0.034722222,3.346607391,225.9701865,5.983127663,4.664862963,4.664862963,3.804530453,2.421818563,2.421818563,1.649780845,1.649780845,1.007212996,1.007212996,0.507693185,0.507693185,-1.05,72.49526583,5.093884892,1.820041509,0.7801053,47.3874868,4.567099648,0,0,5.559266895,0,0,4.794537184,0,0,0,6.066367068,6.066367068,19.31088262,0,0,0,0,4.567099648,7.047671983,0,0,34.74974886,0,0,5.559266895,0,0,0,4.567099648,7.047671983,0,0,29.19048196,0,0,0,22,0,4.794537184,0,5.559266895,0,0,10.63346672,19.31088262,6.066367068,0,0,0,0,0,0,0,0,0,0,1.527777778,19.13888889,0.166666667,8,0,2,0,0,0,0,1,1,2,0,2,0,0,0,0,1,0.3853,31.683,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.93,94.497,91.473,93.98215702,30,0,0.317936442,-0.480354252,0.480354252,0.317936442,9.236111111,-0.979938272,9.236111111,0.305555556,2.847378923,42.91260938,4.28445705,2.44053314,3.196462086,2.27005561,1.048545575,1.583068059,0.527369164,0.794630406,0.114315903,0.342947709,0,0,-0.24,9.651484454,4.76,2.025957447,3.76,34.36321522,5.106527395,5.880003445,0,0,0,5.969305288,4.794537184,0,0,11.60093989,0,0,0,0,9.901064579,17.57024518,0,0,0,0,5.880003445,0,0,0,0,0,0,11.60093989,16.95583613,4.794537184,0,0,0,0,0,0,37.3,5.969305288,4.794537184,0,5.880003445,0,0,0,0,0,0,16.70746729,0,4.736882716,0,0,0,0,0,0,0,15.54089506,0.5,5,1,2,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0.3098,18.3558,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.85,89.094,82.038,89.04767846,36,0,0.403975834,-0.450008128,0.450008128,0.403975834,9.599305556,-0.710648148,9.599305556,0.356481481,2.83125711,52.7548875,4.991563832,3.600953631,3.600953631,2.77005561,1.692705341,1.692705341,0.752048296,0.752048296,0.286596466,0.286596466,0.142258898,0.142258898,-0.73,14.83446686,5.27,2.504192037,3.27,36.08409328,10.47053043,0,0,0,0,6.093240071,0,4.794537184,0,0,0,6.9237372,0,6.606881965,9.531400138,6.093240071,0,0,5.733667477,6.9237372,6.606881965,0,0,0,5.733667477,4.794537184,0,0,12.70012204,4.736862954,0,6.9237372,0,0,0,0,52.32,6.093240071,4.794537184,0,0,6.606881965,0,0,6.9237372,0,10.47053043,0,0,0,0,0,0,0,0,0,0,19.66666667,0.666666667,6,2,3,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0.1016,21.2094,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.81,155.197,142.093,155.0946287,62,0,0.334223654,-0.465624372,0.465624372,0.334223654,10.99523148,-0.197638889,10.99523148,0.197638889,2.573324204,186.5310796,8.267584714,6.962380789,6.962380789,5.236382105,3.696642524,3.696642524,2.747402322,2.747402322,1.789402753,1.789402753,1.172546641,1.172546641,-0.83,328.9915143,8.268328417,3.528920697,2.048502439,66.63331264,9.636772685,0,0,0,0,5.969305288,0,4.794537184,0,0,6.076020107,13.46849361,18.66261734,7.109797541,9.531400138,5.969305288,0,4.899909731,0,6.420821623,27.24698234,11.64912464,0,0,0,0,0,0,38.11619735,9.531400138,0,6.420821623,11.64912464,0,0,0,29.54,0,4.794537184,0,5.969305288,6.544756406,18.53868256,7.109797541,0,13.12369209,9.636772685,0,0,0,0,0,0,0,0,0,0,26.33333333,0.625,11,0,3,0,1,1,0,0,0,3,0,3,1,0,0,0,1,0.4213,42.213,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
